speaker_id	audio	sentence	duration	gender	gender_domain
3	03-201007-002328_bem_798_elicit_4.wav	asokelela na bwangubwangu ku cuulu uko abikile mfalashi	5.35	F	0
1	01-201001-223110_bem_fb0_elicit_26.wav	kuti cilya aleposhita kalata pa post office bakumana na ulya cilumendo baumine kuli joni ku biaolo pa mulandu wa kulanda ifya butumpe na janet	11.39	M	1
3	03-200924-200908_bem_798_elicit_47.wav	nomba dabidi talelwa amabulwi yonse kwaleba inshita isho calelingafye ukufulumuka	6.69	F	0
3	03-200921-112400_bem_798_elicit_5.wav	ngamulefwaya bu mpanda mano ubwa lutu kabili ubwa nkama tummineni ba one eight zero zero respect pa one eight zero zero seven three seven seven three two	11.84	F	0
1	01-200914-200932_bem_d31_elicit_28.wav	ndelombakofye nga kuti mwangafwakofye ukumpelako nangu two hundred kwacha	5.76	M	1
1	01-201011-231356_bem_fb0_elicit_48.wav	nga baleka ukuta umwine wa misepe ali no kusunga bwino pamo ne fisaye ifyakwisa mu kwangalila limbi	11.41	M	1
3	03-201004-103454_bem_798_elicit_2.wav	limolimo kuti bayamukakila apafyalile ng'wena pakuti ise imulye	5.49	F	0
1	01-200917-223740_bem_d31_elicit_13.wav	ukulangilila ukutemwa kwakwa lesa ku bantu bambi e cishibilo cimo pa fishibilo ifingi icilingile ukumoneka mu bantu abafyalwa cipya cipya no kubikwa mu lupwa lwakwa lesa	11.18	M	1
1	01-201001-203149_bem_fb0_elicit_45.wav	pali citatu nkesa pa nshita iyo ine mwalumbula	4.15	M	1
8	08-200915-143450_bem_346_elicit_4.wav	mululimi lwa sumiminishiwa mu caalo cine bekalamo	5.45	M	1
13	13-201009-113828_bem_40e_elicit_13.wav	naumfwa basosa abati icililampi cilya ifyo cali cileyakisha kwati mweshi atemwa akasuba	13.68	M	1
1	01-200917-202141_bem_d31_elicit_48.wav	mu nshita shimo citwa icilonganino icishimoneka pamulandu wakuti tacimoneka kabili tekuti umuntu acisonte	7.03	M	1
3	03-201004-110412_bem_798_elicit_26.wav	ubushiku bushilile kantu kwaisa na mukenda na kaitali ku kwisa bulako umo ulya alesunta pa kwenda	8.6	F	0
