speaker_id	audio	sentence	duration	gender	gender_domain
3	03-201006-021353_bem_798_elicit_36.wav	asuka afika na ku lwa mfwa ya kwa anatole	4.36	F	0
3	03-200923-215451_bem_798_elicit_37.wav	imfumu shauli tayasangile nelyo umo pa bantu bwaiko uwingeminina mukulwisha no kucimfya cilya cipondo pantu bonse bali no mwenso	10.6	F	0
3	03-200924-181036_bem_798_elicit_15.wav	nga muli bena kristu ababombesha ndesubila calimucitikilapo naimwe	5.22	F	0
3	03-201004-091537_bem_798_elicit_27.wav	baileikata abawe bene abo e paki baashukile ubo bushiku	6.24	F	0
3	03-201004-091537_bem_798_elicit_43.wav	eco kuti nga atampo kulila no kupulukuta balamupapata kuti ashipe afwe ngo mwaume	8.21	F	0
3	03-201006-005222_bem_798_elicit_37.wav	awe aba bantu baba pa maano	3.04	F	0
1	01-200929-221342_bem_fb0_elicit_4.wav	janet nelyo ali fye umukashana uwamulenga abo baleyangala nankwe ku lusaka balimusambilishe imisango ya buwelewele ilya pa cina tauni batila bukapenta	13.82	M	1
3	03-200916-023738_bem_798_elicit_36.wav	umuntu onse apo ali alingile alelanga ukuti epwali talingile ukulabwa nangu ukutumpikwa	10.98	F	0
3	03-200921-165915_bem_798_elicit_1.wav	abantu ababa pa fitupa fya bwampano tabalingile ukwikala mu bwampano bwa mutitikisha pakutifye bekale mu calo ca australia	10.3	F	0
1	01-180101-023953_bem_d31_elicit_38.wav	elyo shikulu bantu asokolwele national registration card intu atolele pancende bakabolala basokwele umupeto	8.78	M	1
1	01-201001-204524_bem_fb0_elicit_15.wav	joni apokelela umupila uwa mu mulu goalie wa ba ndola wena aletontonkanya ukuti nalimo joni alebala anyantepo	9.98	M	1
3	03-201004-091537_bem_798_elicit_18.wav	icintu bwingi casowesha batina	3.09	F	0
3	03-200924-200908_bem_798_elicit_35.wav	nalimo namukwata imifwaile ya bubifi mu mutima wenu iingabwesha ukupimpa kwa kubombela shikulu panuma	7.44	F	0
3	03-200925-053533_bem_798_elicit_20.wav	natumfwe ubunte bwakwe  bushe pali ifilelangisha ukulapila kwacine elyo no kucinja mufyo tuleumwa	8.46	F	0
1	01-180101-045438_bem_d31_elicit_43.wav	bushe imishitishishe ya iyi magazine ku ncende mwikalila yaba shani	4.74	M	1
3	03-201006-013752_bem_798_elicit_31.wav	nomba caba e cilandwa	2.7	F	0
3	03-200925-010537_bem_798_elicit_50.wav	nalekele isukulu no kutendeka umulimo uwalebomba abafyashi ukwipaya isabi	6.26	F	0
3	03-201001-100406_bem_798_elicit_42.wav	icisaka caleba kwisano eko baletuma abalumendo abacenjela eko bakulila abacenjelesha beena balebapela nabana bamfumu aupa	10.53	F	0
3	03-200925-070127_bem_798_elicit_22.wav	ifilonganino fya ba christian brethren fyatampilwe ku numa ya mwaka nineteen hundred na baminshoni abafumine ku filonganino fyaba no busumino bumo ukushinguluke calo	12.59	F	0
3	03-200916-023738_bem_798_elicit_2.wav	taboomfwa insoni sha mpanga yabo pantu nangu impofu e noko tabaikana  uobe e obe  uwamubiyo te obe	11.5	F	0
3	03-201002-091908_bem_798_elicit_2.wav	balesungila mumitima kashi umo nga afwa ninshi pafiita pafiitila imiti ikula impanga yonse na zambia pamufiitila	10.28	F	0
1	01-200918-090125_bem_d31_elicit_16.wav	ngacakuti onse alemoneka uwasekela pali ici bushe kuti catupamfya ukucilandapo	6.9	M	1
3	03-200924-194133_bem_798_elicit_9.wav	bushe ababomfya malegeni bantu bamusango shani	3.86	F	0
3	03-200924-204525_bem_798_elicit_12.wav	isenge lishiwi libomfiwa lyonse lyonse mu bwina kristu	4.13	F	0
3	03-200924-194133_bem_798_elicit_8.wav	dabidi taumfwile nsoni pa fyanso akwete	3.43	F	0
17	17-200916-193611_bem_346_elicit_39.wav	bakafundisha mubarak nafisa pensulo yakwe	3.7	F	0
3	03-201006-021353_bem_798_elicit_37.wav	wongo ubulanda bwam wikata saana pantu anatole alimwishibe nokuti muntu umusuma saana	7.31	F	0
3	03-201004-091537_bem_798_elicit_39.wav	uyo wine amwikete ena bamulambulako mulume wa mbushi	4.7	F	0
3	03-200925-061220_bem_798_elicit_7.wav	muleibukisha ulya kolwe ipaka uweshina lya kaboba ali	4.83	F	0
1	01-200914-214639_bem_d31_elicit_20.wav	bushe kuti wamukanya shani ukwapwa ku lupwa lwa mfumu	3.18	M	1
3	03-200925-043821_bem_798_elicit_36.wav	pa fintu ificitika mu mushi nangu mwibala	3.45	F	0
1	01-201005-230705_bem_fb0_elicit_52.wav	inshiku shipita fye cilumendo epaya fye inama ku malibu pe fye alesenda kabukwe bwakwe nako kalemona ifyo alecita na po alesha afisa amalibu kalemona	15.0	M	1
3	03-201006-021353_bem_798_elicit_45.wav	kabili na ine wine twali nabo mu ncito ine ilya iya bupuupu	5.76	F	0
3	03-200916-120506_bem_798_elicit_9.wav	umupundumilimo nao eco bawitila ifyo nico emweshi untu imilimo iingi ibombwamo	9.03	F	0
